,Maker,Taker,Total,Desc
Order,,0,,Sell 1000 SPX 20210416 3725 Put 
Arrival Mid,38.89999965,0,38.89999965,Mid at first available time
Arrival Mark,38.8459969,0,38.8459969,SR Mark at first available time
Arrival U Mid,3919.99694825,0,3919.99694825,Mid of underlying at first available time
Arrival Mid Vol,0.23249580471619535,0,0.23249580471619535,Implied volatility of Arrival Mid at Arrival U Mid
Arrival Mark Vol,0.23234833076177344,0,0.23234833076177344,Implied volatility of Arrival Mark at Arrival U Mid
Qwap,,0,,SR-calculated Qwap (or Vwap for a stock only order)
Qwap U,,0,,SR-calculated Qwap for underlying price
Qwap Vol,,0,,Implied volatility of Qwap at Qwap U
Delta,-0.23,0,-0.23,Option Contract Delta
Vega,3.66185,0,3.66185,Option Contract Vega
Child Orders,13,0,13,Number of child orders which had fills
Avg Child Size,91.07692307692308,0,91.07692307692308,Avg size of child orders which had fills
Filled Ctr,1000,0,1000,Total number of contracts filled
Ctr Fill Rate,0.8445945945945946,0,0.8445945945945946,Filled Contracts divided by total size sent by child orders which had fills
Avg Fill Pct Spread,-0.16069928014630602,0,-0.16069928014630602,0% means fill is on bid at fill time; 100% means offer
Exec Px,36.0189993182,0,36.0189993182,Average filled price
Px Range,5.424999299999996,0,5.424999299999996,High minus low fill price
Slip Arr Mid Px,-2.8810003317999957,0,-2.8810003317999957,Amount by which Exec Px was more favorable than mid at order creation
Slip Arr Mid USD,-288100.03317999956,0,-288100.03317999956,Above  * contracts filled * contract multiplier
Slip Arr Mark Px,-2.8269975818000006,0,-2.8269975818000006,Amount by which Exec Px was more favorable than SR mark at order creation
Slip Arr Mark USD,-282699.75818000006,0,-282699.75818000006,Above  * contracts filled * contract multiplier
Slip Qwap Px,,0,,Amount by which Exec Px was more favorable than Qwap
Slip Qwap USD,,0,,Above  * contracts filled * contract multiplier
Theo U Mid,3926.3088153059502,0,3926.3088153059502,Average underlying price if hedging mid-market each fill time
Exec DTheo Arr Mid Px,37.47072874106855,0,37.47072874106855,Exec Px delta-adjusted from Theo U Mid to Arrival Mid
DTheo Px Range,2.2835997734999935,0,2.2835997734999935,High minus low delta-adjusted fill price
DTheo Slip Arr Mid Px,-1.42927090893145,0,-1.42927090893145,Amount by which Exec DTheo Arr Mid Px was more favorable than Arrival Mid
DTheo Slip Arr Mid USD,-142927.09089314498,0,-142927.09089314498,Above  * contracts filled * contract multiplier
DTheo Slip Arr Mark Px,-1.3752681589314548,0,-1.3752681589314548,Amount by which Exec DTheo Arr Mid Px was more favorable than Arrival Mark
DTheo Slip Arr Mark USD,-137526.81589314548,0,-137526.81589314548,Above  * contracts filled * contract multiplier
Exec DTheo Qwap Px,,0,,Exec Px delta-adjusted from Theo U Mid to Qwap U
DTheo Slip Qwap Px,,0,,Amount by which Exec DTheo Qwap Px was more favorable than Qwap
DTheo Slip Qwap USD,,0,,Above  * contracts filled * contract multiplier
Exec DTheo Vol,0.2285926658412238,0,0.2285926658412238,Implied volatility of Exec DTheo Arr Mid Px at Arrival Mid
DTheo Vol Range,0.006236191470158509,0,0.006236191470158509,High minus low vol
DTheo Slip Arr Mid Vol,-0.0039031388749715306,0,-0.0039031388749715306,Implied volatility of DTheo Slip Arr Mid Px at Arrival Mid
DTheo Slip Arr Mark Vol,-0.003755664920549599,0,-0.003755664920549599,Implied volatility of DTheo Slip Arr Mark Px at Arrival Mid
DTheo Slip Qwap Vol,,0,,Implied volatility of DTheo Slip Qwap Px at Qwap U
Act U Mid,3925.790124086326,0,3925.790124086326,Actual average underlying price from executed hedge
Exec DAct Arr Mid Px,37.35142976055501,0,37.35142976055501,Exec Px delta-adjusted from Act U Mid to Arrival Mid
DAct Slip Arr Mid Px,-1.548569889444991,0,-1.548569889444991,Amount by which Exec DAct Arr Mid Px was more favorable than Arrival Mid
DAct Slip Arr Mid USD,-154856.9889444991,0,-154856.9889444991,Above  * contracts filled * contract multiplier
DAct Slip Arr Mark Px,-1.494567139444996,0,-1.494567139444996,Amount by which Exec DAct Arr Mid Px was more favorable than Arrival Mark
DAct Slip Arr Mark USD,-149456.71394449958,0,-149456.71394449958,Above  * contracts filled * contract multiplier
Exec DAct Qwap Px,,0,,Exec Px delta-adjusted from Act U Mid to Qwap U
DAct Slip Qwap Px,,0,,Amount by which Exec DAct Qwap Px was more favorable than Qwap
DActSlip Qwap USD,,0,,Above  * contracts filled * contract multiplier
Exec DAct Vol,0.22826687701723175,0,0.22826687701723175,Implied volatility of Exec DAct Arr Mid Px at Arrival Mid
DAct Slip Arr Mid Vol,-0.004228927698963614,0,-0.004228927698963614,Implied volatility of DTheo Slip Arr Mid Px at Arrival Mid
DAct Slip Arr Mark Vol,-0.004081453744541682,0,-0.004081453744541682,Implied volatility of DTheo Slip Arr Mark Px at Arrival Mid
DAct Slip Qwap Vol,,0,,Implied volatility of DTheo Slip Qwap Px at Qwap U
