,Maker,Taker,Total,Desc
Order,,0,,Sell 1000 SPX 20210416 3725 Put 
Arrival Mid,37.39999965,0,37.39999965,Mid at first available time
Arrival Mark,37.3475113,0,37.3475113,SR Mark at first available time
Arrival U Mid,3926.34802245,0,3926.34802245,Mid of underlying at first available time
Arrival Mid Vol,0.23200997079013516,0,0.23200997079013516,Implied volatility of Arrival Mid at Arrival U Mid
Arrival Mark Vol,0.23186450801885616,0,0.23186450801885616,Implied volatility of Arrival Mark at Arrival U Mid
Qwap,,0,,SR-calculated Qwap (or Vwap for a stock only order)
Qwap U,,0,,SR-calculated Qwap for underlying price
Qwap Vol,,0,,Implied volatility of Qwap at Qwap U
Delta,-0.22306,0,-0.22306,Option Contract Delta
Vega,3.60837,0,3.60837,Option Contract Vega
Child Orders,12,0,12,Number of child orders which had fills
Avg Child Size,172.41666666666666,0,172.41666666666666,Avg size of child orders which had fills
Filled Ctr,1000,0,1000,Total number of contracts filled
Ctr Fill Rate,0.4833252779120348,0,0.4833252779120348,Filled Contracts divided by total size sent by child orders which had fills
Avg Fill Pct Spread,-0.14067443478595412,0,-0.14067443478595412,0% means fill is on bid at fill time; 100% means offer
Exec Px,37.233199045300005,0,37.233199045300005,Average filled price
Px Range,0.3000001999999995,0,0.3000001999999995,High minus low fill price
Slip Arr Mid Px,-0.16680060469999347,0,-0.16680060469999347,Amount by which Exec Px was more favorable than mid at order creation
Slip Arr Mid USD,-16680.060469999346,0,-16680.060469999346,Above  * contracts filled * contract multiplier
Slip Arr Mark Px,-0.11431225469999617,0,-0.11431225469999617,Amount by which Exec Px was more favorable than SR mark at order creation
Slip Arr Mark USD,-11431.225469999617,0,-11431.225469999617,Above  * contracts filled * contract multiplier
Slip Qwap Px,,0,,Amount by which Exec Px was more favorable than Qwap
Slip Qwap USD,,0,,Above  * contracts filled * contract multiplier
Theo U Mid,3925.9433896419,0,3925.9433896419,Average underlying price if hedging mid-market each fill time
Exec DTheo Arr Mid Px,37.14294165112524,0,37.14294165112524,Exec Px delta-adjusted from Theo U Mid to Arrival Mid
DTheo Px Range,0.18101006486902804,0,0.18101006486902804,High minus low delta-adjusted fill price
DTheo Slip Arr Mid Px,-0.2570579988747568,0,-0.2570579988747568,Amount by which Exec DTheo Arr Mid Px was more favorable than Arrival Mid
DTheo Slip Arr Mid USD,-25705.799887475678,0,-25705.799887475678,Above  * contracts filled * contract multiplier
DTheo Slip Arr Mark Px,-0.20456964887475948,0,-0.20456964887475948,Amount by which Exec DTheo Arr Mid Px was more favorable than Arrival Mark
DTheo Slip Arr Mark USD,-20456.964887475948,0,-20456.964887475948,Above  * contracts filled * contract multiplier
Exec DTheo Qwap Px,,0,,Exec Px delta-adjusted from Theo U Mid to Qwap U
DTheo Slip Qwap Px,,0,,Amount by which Exec DTheo Qwap Px was more favorable than Qwap
DTheo Slip Qwap USD,,0,,Above  * contracts filled * contract multiplier
Exec DTheo Vol,0.23129757710857046,0,0.23129757710857046,Implied volatility of Exec DTheo Arr Mid Px at Arrival Mid
DTheo Vol Range,0.0005016394240862995,0,0.0005016394240862995,High minus low vol
DTheo Slip Arr Mid Vol,-0.0007123936815646865,0,-0.0007123936815646865,Implied volatility of DTheo Slip Arr Mid Px at Arrival Mid
DTheo Slip Arr Mark Vol,-0.0005669309102856954,0,-0.0005669309102856954,Implied volatility of DTheo Slip Arr Mark Px at Arrival Mid
DTheo Slip Qwap Vol,,0,,Implied volatility of DTheo Slip Qwap Px at Qwap U
Act U Mid,3925.916102138703,0,3925.916102138703,Actual average underlying price from executed hedge
Exec DAct Arr Mid Px,37.13685490066213,0,37.13685490066213,Exec Px delta-adjusted from Act U Mid to Arrival Mid
DAct Slip Arr Mid Px,-0.2631447493378687,0,-0.2631447493378687,Amount by which Exec DAct Arr Mid Px was more favorable than Arrival Mid
DAct Slip Arr Mid USD,-26314.47493378687,0,-26314.47493378687,Above  * contracts filled * contract multiplier
DAct Slip Arr Mark Px,-0.2106563993378714,0,-0.2106563993378714,Amount by which Exec DAct Arr Mid Px was more favorable than Arrival Mark
DAct Slip Arr Mark USD,-21065.63993378714,0,-21065.63993378714,Above  * contracts filled * contract multiplier
Exec DAct Qwap Px,,0,,Exec Px delta-adjusted from Act U Mid to Qwap U
DAct Slip Qwap Px,,0,,Amount by which Exec DAct Qwap Px was more favorable than Qwap
DActSlip Qwap USD,,0,,Above  * contracts filled * contract multiplier
Exec DAct Vol,0.23128070868747422,0,0.23128070868747422,Implied volatility of Exec DAct Arr Mid Px at Arrival Mid
DAct Slip Arr Mid Vol,-0.0007292621026609486,0,-0.0007292621026609486,Implied volatility of DTheo Slip Arr Mid Px at Arrival Mid
DAct Slip Arr Mark Vol,-0.0005837993313819575,0,-0.0005837993313819575,Implied volatility of DTheo Slip Arr Mark Px at Arrival Mid
DAct Slip Qwap Vol,,0,,Implied volatility of DTheo Slip Qwap Px at Qwap U
