,Maker,Taker,Total,Desc
Order,,0,,Buy 1000 SPX 20210416 3920 Put 
Arrival Mid,87.69999695,0,87.69999695,Mid at first available time
Arrival Mark,87.8721085,0,87.8721085,SR Mark at first available time
Arrival U Mid,3919.99694825,0,3919.99694825,Mid of underlying at first available time
Arrival Mid Vol,0.17911197564247902,0,0.17911197564247902,Implied volatility of Arrival Mid at Arrival U Mid
Arrival Mark Vol,0.1794699782633566,0,0.1794699782633566,Implied volatility of Arrival Mark at Arrival U Mid
Qwap,,0,,SR-calculated Qwap (or Vwap for a stock only order)
Qwap U,,0,,SR-calculated Qwap for underlying price
Qwap Vol,,0,,Implied volatility of Qwap at Qwap U
Delta,-0.49431,0,-0.49431,Option Contract Delta
Vega,4.80755,0,4.80755,Option Contract Vega
Child Orders,13,0,13,Number of child orders which had fills
Avg Child Size,91.07692307692308,0,91.07692307692308,Avg size of child orders which had fills
Filled Ctr,1000,0,1000,Total number of contracts filled
Ctr Fill Rate,0.8445945945945946,0,0.8445945945945946,Filled Contracts divided by total size sent by child orders which had fills
Avg Fill Pct Spread,0.9063636504976489,0,0.9063636504976489,0% means fill is on bid at fill time; 100% means offer
Exec Px,83.5386985717,0,83.5386985717,Average filled price
Px Range,9.825002699999999,0,9.825002699999999,High minus low fill price
Slip Arr Mid Px,4.161298378300003,0,4.161298378300003,Amount by which Exec Px was more favorable than mid at order creation
Slip Arr Mid USD,416129.8378300004,0,416129.8378300004,Above  * contracts filled * contract multiplier
Slip Arr Mark Px,4.3334099283,0,4.3334099283,Amount by which Exec Px was more favorable than SR mark at order creation
Slip Arr Mark USD,433340.99282999994,0,433340.99282999994,Above  * contracts filled * contract multiplier
Slip Qwap Px,,0,,Amount by which Exec Px was more favorable than Qwap
Slip Qwap USD,,0,,Above  * contracts filled * contract multiplier
Theo U Mid,3926.3088153059502,0,3926.3088153059502,Average underlying price if hedging mid-market each fill time
Exec DTheo Arr Mid Px,86.65871757612673,0,86.65871757612673,Exec Px delta-adjusted from Theo U Mid to Arrival Mid
DTheo Px Range,2.9023161245294915,0,2.9023161245294915,High minus low delta-adjusted fill price
DTheo Slip Arr Mid Px,1.041279373873266,0,1.041279373873266,Amount by which Exec DTheo Arr Mid Px was more favorable than Arrival Mid
DTheo Slip Arr Mid USD,104127.9373873266,0,104127.9373873266,Above  * contracts filled * contract multiplier
DTheo Slip Arr Mark Px,1.2133909238732628,0,1.2133909238732628,Amount by which Exec DTheo Arr Mid Px was more favorable than Arrival Mark
DTheo Slip Arr Mark USD,121339.09238732627,0,121339.09238732627,Above  * contracts filled * contract multiplier
Exec DTheo Qwap Px,,0,,Exec Px delta-adjusted from Theo U Mid to Qwap U
DTheo Slip Qwap Px,,0,,Amount by which Exec DTheo Qwap Px was more favorable than Qwap
DTheo Slip Qwap USD,,0,,Above  * contracts filled * contract multiplier
Exec DTheo Vol,0.17694605043343645,0,0.17694605043343645,Implied volatility of Exec DTheo Arr Mid Px at Arrival Mid
DTheo Vol Range,0.006036996234109872,0,0.006036996234109872,High minus low vol
DTheo Slip Arr Mid Vol,0.002165925209042581,0,0.002165925209042581,Implied volatility of DTheo Slip Arr Mid Px at Arrival Mid
DTheo Slip Arr Mark Vol,0.002523927829920152,0,0.002523927829920152,Implied volatility of DTheo Slip Arr Mark Px at Arrival Mid
DTheo Slip Qwap Vol,,0,,Implied volatility of DTheo Slip Qwap Px at Qwap U
Act U Mid,3925.790124086326,0,3925.790124086326,Actual average underlying price from executed hedge
Exec DAct Arr Mid Px,86.40232331935435,0,86.40232331935435,Exec Px delta-adjusted from Act U Mid to Arrival Mid
DAct Slip Arr Mid Px,1.2976736306456473,0,1.2976736306456473,Amount by which Exec DAct Arr Mid Px was more favorable than Arrival Mid
DAct Slip Arr Mid USD,129767.36306456474,0,129767.36306456474,Above  * contracts filled * contract multiplier
DAct Slip Arr Mark Px,1.4697851806456441,0,1.4697851806456441,Amount by which Exec DAct Arr Mid Px was more favorable than Arrival Mark
DAct Slip Arr Mark USD,146978.5180645644,0,146978.5180645644,Above  * contracts filled * contract multiplier
Exec DAct Qwap Px,,0,,Exec Px delta-adjusted from Act U Mid to Qwap U
DAct Slip Qwap Px,,0,,Amount by which Exec DAct Qwap Px was more favorable than Qwap
DActSlip Qwap USD,,0,,Above  * contracts filled * contract multiplier
Exec DAct Vol,0.176412734593201,0,0.176412734593201,Implied volatility of Exec DAct Arr Mid Px at Arrival Mid
DAct Slip Arr Mid Vol,0.002699241049278005,0,0.002699241049278005,Implied volatility of DTheo Slip Arr Mid Px at Arrival Mid
DAct Slip Arr Mark Vol,0.0030572436701555763,0,0.0030572436701555763,Implied volatility of DTheo Slip Arr Mark Px at Arrival Mid
DAct Slip Qwap Vol,,0,,Implied volatility of DTheo Slip Qwap Px at Qwap U
